victory_status,opening_code,opening_name,rating_gap_class
Out of Time,B40,Sicilian Defense,0-50
Resign,C50,Italian Game,0-50
Resign,C02,French Defense,151-200
Draw,B22,Sicilian Defense,151-200
Resign,C02,French Defense,151-200
Resign,C22,Center Game,>250
Resign,C00,French Defense,>250
Mate,C10,French Defense,>250
Resign,C21,Danish Gambit,0-50
Resign,A00,Ware Opening,>250
Resign,C68,Ruy Lopez,201-250
Resign,C33,King's Gambit,0-50
Mate,A00,Grob Opening,0-50
Resign,D00,Queen's Pawn Game,>250
Out of Time,B01,Scandinavian Defense,201-250
Resign,B01,Scandinavian Defense,101-150
Resign,C41,Philidor Defense,51-100
Resign,C24,Bishop's Opening,151-200
Draw,C00,Rat Defense,51-100
Draw,C00,French Defense,201-250
Resign,A00,Saragossa Opening,0-50
Resign,D20,Queen's Gambit,201-250
Mate,D02,Queen's Pawn Game,101-150
Mate,A41,Old Indian Defense,0-50
Resign,A60,Benoni Defense,201-250
Resign,C50,Italian Game,0-50
Resign,D31,Queen's Gambit,201-250
Resign,D00,Queen's Pawn Game,101-150
Resign,D30,Queen's Gambit,0-50
Out of Time,A56,Benoni Defense,0-50
Mate,B25,Sicilian Defense,51-100
Mate,D02,Queen's Gambit,0-50
Mate,D10,Slav Defense,201-250
Resign,D46,Semi-Slav Defense,0-50
Draw,D02,Queen's Pawn Game,201-250
Resign,C65,Ruy Lopez,51-100
Resign,B32,Sicilian Defense,101-150
Mate,C62,Ruy Lopez,51-100
Resign,C50,Italian Game,51-100
Resign,C50,Giuoco Piano,51-100
Mate,C60,Ruy Lopez,51-100
Mate,C20,Bishop's Opening,101-150
Resign,B27,Sicilian Defense,101-150
Resign,A01,Nimzo-Larsen Attack,101-150
Mate,C55,Italian Game,101-150
Resign,D20,Queen's Gambit,151-200
Resign,C62,Ruy Lopez,51-100
Out of Time,A22,English Opening,51-100
Resign,B12,Caro-Kann Defense,>250
Mate,B01,Scandinavian Defense,51-100
Resign,C68,Ruy Lopez,0-50
Out of Time,C00,French Defense,51-100
Resign,C50,Giuoco Piano,51-100
Mate,C55,Italian Game,0-50
Mate,C77,Ruy Lopez,51-100
Mate,D02,Queen's Pawn Game,51-100
Mate,C42,Petrov's Defense,151-200
Out of Time,B01,Scandinavian Defense,101-150
Draw,D00,Queen's Pawn Game,0-50
Mate,B01,Scandinavian Defense,51-100
Mate,C02,French Defense,0-50
Mate,C40,Elephant Gambit,>250
Resign,C60,Ruy Lopez,51-100
Resign,B21,Sicilian Defense,0-50
Resign,D20,Queen's Gambit,0-50
Resign,B01,Scandinavian Defense,>250
Mate,B01,Scandinavian Defense,151-200
Resign,C02,French Defense,51-100
Mate,D20,Queen's Gambit,201-250
Resign,D00,Queen's Pawn Game,201-250
Mate,E91,King's Indian Defense,>250
Mate,A08,King's Indian Attack,>250
Resign,D55,Queen's Gambit,151-200
Resign,A46,Yusupov-Rubinstein System,>250
Resign,D53,Queen's Gambit,>250
Mate,B28,Sicilian Defense,51-100
Mate,A40,English Defense,101-150
Resign,C30,King's Gambit,101-150
Resign,D00,Queen's Pawn Game,0-50
Resign,D05,Colle System,151-200
Resign,A40,Englund Gambit,>250
Resign,D31,Queen's Gambit,101-150
Resign,D08,Queen's Gambit,>250
Resign,B21,Sicilian Defense,0-50
Resign,D00,Queen's Pawn Game,0-50
Resign,D06,Queen's Gambit,>250
Resign,B21,Sicilian Defense,151-200
Resign,D20,Queen's Gambit,51-100
Resign,D00,Queen's Pawn Game,51-100
Resign,D04,Queen's Pawn Game,101-150
Resign,B28,Sicilian Defense,0-50
Resign,B28,Sicilian Defense,>250
Resign,D12,Slav Defense,51-100
Resign,A48,Queen's Pawn Game,51-100
Draw,C01,French Defense,51-100
Mate,B21,Sicilian Defense,0-50
Draw,D10,Slav Defense,51-100
Mate,B28,Sicilian Defense,0-50
Out of Time,B21,Sicilian Defense,51-100
Out of Time,D55,Queen's Gambit,101-150
Resign,C01,French Defense,101-150
Mate,D56,Queen's Gambit,151-200
Resign,A06,Nimzowitsch-Larsen Attack,101-150
Draw,B32,Sicilian Defense,101-150
Out of Time,B20,Sicilian Defense,0-50
Mate,C55,Italian Game,>250
Resign,C35,King's Gambit,201-250
Mate,D06,Queen's Gambit,201-250
Resign,D55,Queen's Gambit,51-100
Mate,C50,Giuoco Piano,51-100
Resign,A53,Old Indian Defense,0-50
Resign,C46,Three Knights Opening,>250
Resign,C79,Ruy Lopez,101-150
Resign,D20,Queen's Gambit,101-150
Resign,E90,King's Indian Defense,151-200
Mate,C45,Scotch Game,151-200
Out of Time,D53,Queen's Gambit,151-200
Resign,D02,Queen's Pawn Game,151-200
Mate,D51,Queen's Gambit,51-100
Resign,A40,Englund Gambit,>250
Resign,D20,Queen's Gambit,>250
Mate,C44,Scotch Game,51-100
Resign,C44,Scotch Game,0-50
Resign,C00,French Defense,0-50
Resign,E81,King's Indian Defense,51-100
Mate,C44,Scotch Game,>250
Resign,A48,Torre Attack,51-100
Resign,C44,Scotch Game,51-100
Mate,C45,Scotch Game,>250
Resign,B07,Pirc Defense,151-200
Mate,B07,Lion Defense,>250
Mate,D00,Queen's Pawn Game,0-50
Resign,A80,Dutch Defense,0-50
Resign,A01,Nimzo-Larsen Attack,0-50
Out of Time,B00,Owen Defense,0-50
Resign,C33,King's Gambit,0-50
Out of Time,E77,King's Indian Defense,0-50
Resign,A08,King's Indian Attack,0-50
Mate,D43,Semi-Slav Defense,51-100
Resign,D35,Queen's Gambit,51-100
Resign,B00,Nimzowitsch Defense,0-50
Draw,E32,Nimzo-Indian Defense,0-50
Resign,D46,Semi-Slav Defense,0-50
Resign,A02,System,0-50
Resign,B01,Scandinavian Defense,0-50
Mate,B00,Owen Defense,0-50
Mate,B01,Scandinavian Defense,101-150
Resign,C25,Vienna Game,51-100
Mate,A00,Mieses Opening,>250
Mate,C58,Italian Game,>250
Mate,C21,King's Pawn Game,0-50
Resign,C02,French Defense,0-50
Resign,C42,Russian Game,101-150
Resign,A45,Indian Game,>250
Out of Time,C10,French Defense,0-50
Mate,D06,Queen's Gambit,51-100
Resign,D06,Queen's Gambit,>250
Mate,B01,Scandinavian Defense,201-250
Mate,D00,Queen's Pawn Game,201-250
Resign,B01,Scandinavian Defense,201-250
Resign,D50,Queen's Gambit,>250
Resign,C23,Bishop's Opening,201-250
Resign,C23,Bishop's Opening,201-250
Mate,C23,Bishop's Opening,>250
Mate,C65,Ruy Lopez,201-250
Resign,D20,Queen's Gambit,201-250
Out of Time,D31,Queen's Gambit,>250
Mate,B21,Sicilian Defense,>250
Mate,D07,Queen's Gambit,101-150
Mate,B21,Sicilian Defense,101-150
Resign,B52,Sicilian Defense,51-100
Mate,A04,Zukertort Opening,101-150
Resign,B00,Owen Defense,0-50
Out of Time,A04,Zukertort Opening,51-100
Out of Time,A10,English Opening,101-150
Resign,B00,Owen Defense,101-150
Mate,A40,Modern Defense,201-250
Resign,A06,Nimzowitsch-Larsen Attack,201-250
Mate,A40,English Defense,51-100
Mate,A06,Nimzowitsch-Larsen Attack,51-100
Resign,A04,Zukertort Opening,51-100
Resign,B00,Owen Defense,>250
Mate,A04,Zukertort Opening,>250
Draw,B00,Owen Defense,>250
Resign,A40,English Defense,0-50
Resign,B00,Owen Defense,0-50
Out of Time,B00,Owen Defense,201-250
Resign,A40,English Defense,151-200
Resign,A04,Zukertort Opening,201-250
Resign,A06,Nimzowitsch-Larsen Attack,0-50
Resign,B00,Owen Defense,201-250
Resign,B00,Owen Defense,51-100
Mate,A04,Zukertort Opening,0-50
Resign,A06,Nimzowitsch-Larsen Attack,0-50
Mate,B00,Owen Defense,0-50
Resign,A06,Nimzowitsch-Larsen Attack,51-100
Mate,B00,Owen Defense,>250
Resign,B00,Owen Defense,101-150
Mate,A04,Zukertort Opening,51-100
Mate,B00,Owen Defense,0-50
Resign,B00,Owen Defense,151-200
Resign,A06,Nimzowitsch-Larsen Attack,51-100
Resign,A04,Zukertort Opening,0-50
Resign,A00,Van't Kruijs Opening,151-200
Mate,B00,Owen Defense,0-50
Resign,A04,Zukertort Opening,0-50
Mate,B00,Owen Defense,51-100
Resign,A04,Zukertort Opening,0-50
Mate,A04,Zukertort Opening,0-50
Mate,A00,Van Geet Opening,0-50
Mate,D01,Queen's Pawn Game,0-50
Resign,C50,Italian Game,101-150
Resign,C44,Scotch Game,0-50
Mate,C50,Giuoco Piano,51-100
Resign,C62,Ruy Lopez,51-100
Resign,B01,Scandinavian Defense,101-150
Mate,C00,French Defense,201-250
Resign,B40,Sicilian Defense,151-200
Mate,C30,King's Gambit,0-50
Mate,C20,King's Pawn Game,0-50
Out of Time,C46,Three Knights Opening,0-50
Mate,A20,English Opening,0-50
Mate,C40,Latvian Gambit,0-50
Resign,B40,Sicilian Defense,101-150
Mate,C50,Giuoco Piano,51-100
Resign,C41,Philidor Defense,201-250
Resign,C40,King's Pawn Game,>250
Mate,A00,Mieses Opening,201-250
Resign,C42,Russian Game,0-50
Resign,C41,Philidor Defense,0-50
Draw,C20,King's Pawn Game,51-100
Resign,C64,Ruy Lopez,0-50
Resign,A00,Hungarian Opening,101-150
Resign,C00,French Defense,0-50
Mate,B01,Scandinavian Defense,0-50
Resign,C50,Italian Game,0-50
Resign,C00,French Defense,0-50
Resign,E51,Nimzo-Indian Defense,>250
Resign,D07,Queen's Gambit,201-250
Resign,A33,English Opening,>250
Out of Time,D21,Queen's Gambit,201-250
Resign,A03,Bird Opening,151-200
Resign,C21,Danish Gambit,>250
Resign,D12,Slav Defense,>250
Resign,C00,French Defense,>250
Mate,C55,Italian Game,0-50
Resign,C02,French Defense,>250
Resign,C60,Ruy Lopez,>250
Resign,C68,Ruy Lopez,151-200
Mate,D02,Queen's Gambit,101-150
Mate,C00,French Defense,51-100
Resign,D80,Gruenfeld Defense,0-50
Resign,A29,English Opening,201-250
Resign,B54,Sicilian Defense,151-200
Resign,A29,English Opening,0-50
Mate,C65,Ruy Lopez,>250
Mate,D35,Queen's Gambit,>250
Resign,C42,Russian Game,>250
Resign,C67,Ruy Lopez,>250
Resign,A00,Van't Kruijs Opening,201-250
Mate,A40,Englund Gambit Complex,201-250
Resign,C57,Italian Game,0-50
Resign,C72,Ruy Lopez,0-50
Resign,D10,Slav Defense,0-50
Mate,D00,Queen's Pawn Game,51-100
Resign,C45,Scotch Game,0-50
Resign,B20,Sicilian Defense,0-50
Resign,D00,Queen's Pawn Game,0-50
Mate,D00,Queen's Pawn Game,51-100
Out of Time,C52,Italian Game,0-50
Resign,C80,Ruy Lopez,51-100
Resign,C68,Ruy Lopez,51-100
Mate,A00,Anderssen Opening,>250
Resign,C40,King's Knight Opening,>250
Out of Time,C47,Four Knights Game,201-250
Resign,C40,King's Pawn Game,>250
Resign,C59,Italian Game,>250
Resign,C44,Scotch Game,201-250
Out of Time,C77,Ruy Lopez,101-150
Resign,C66,Ruy Lopez,>250
Resign,C64,Ruy Lopez,>250
Resign,C78,Ruy Lopez,51-100
Resign,C53,Italian Game,51-100
Resign,B01,Scandinavian Defense,51-100
Resign,C45,Scotch Game,>250
Resign,D30,Queen's Gambit,>250
Resign,C45,Scotch Game,51-100
Out of Time,D32,Tarrasch Defense,51-100
Resign,C55,Italian Game,0-50
Resign,C10,French Defense,201-250
Mate,C41,Philidor Defense,151-200
Mate,B07,Pirc Defense,>250
Mate,B10,Caro-Kann Defense,151-200
Resign,A00,Van't Kruijs Opening,>250
Resign,A04,Zukertort Opening,151-200
Mate,A00,Van't Kruijs Opening,51-100
Resign,B07,Pirc Defense,0-50
Resign,B06,Modern Defense,>250
Mate,B00,Guatemala Defense,>250
Mate,A40,English Defense,101-150
Resign,C46,Three Knights Opening,101-150
Mate,C62,Ruy Lopez,0-50
Resign,A00,Saragossa Opening,0-50
Resign,C60,Ruy Lopez,>250
Mate,C44,King's Knight Opening,201-250
Resign,C45,Scotch Game,>250
Resign,C44,King's Knight Opening,0-50
Resign,A00,Saragossa Opening,0-50
Out of Time,A00,Saragossa Opening,151-200
Resign,A00,Saragossa Opening,101-150
Resign,C42,Russian Game,51-100
Resign,A00,Saragossa Opening,51-100
Resign,D20,Queen's Gambit,151-200
Resign,C44,King's Knight Opening,201-250
Out of Time,A00,Saragossa Opening,51-100
Resign,C41,Philidor Defense,0-50
Mate,C44,King's Knight Opening,0-50
Mate,C62,Ruy Lopez,51-100
Resign,C62,Ruy Lopez,0-50
Resign,C44,King's Knight Opening,51-100
Resign,A00,Saragossa Opening,51-100
Mate,C41,Philidor Defense,0-50
Mate,C55,Italian Game,101-150
Mate,B40,Sicilian Defense,51-100
Mate,C78,Ruy Lopez,101-150
Resign,C42,Russian Game,51-100
Mate,C26,Vienna Game,101-150
Resign,C26,Vienna Game,>250
Mate,C77,Ruy Lopez,0-50
Resign,B20,Sicilian Defense,0-50
Resign,B07,King's Pawn Game,>250
Resign,B20,Sicilian Defense,51-100
Mate,C20,King's Pawn Game,151-200
Out of Time,B01,Scandinavian Defense,>250
Mate,C55,Italian Game,151-200
Mate,C65,Ruy Lopez,>250
Mate,C53,Italian Game,>250
Resign,C55,Italian Game,151-200
Mate,C00,French Defense,0-50
Mate,C65,Ruy Lopez,51-100
Mate,A20,English Opening,>250
Resign,C55,Italian Game,151-200
Mate,C44,King's Knight Opening,151-200
Resign,A00,Saragossa Opening,0-50
Mate,D00,Queen's Pawn Game,0-50
Resign,B01,Scandinavian Defense,0-50
Resign,C60,Ruy Lopez,>250
Resign,C50,Italian Game,>250
Resign,B00,Owen Defense,0-50
Resign,C02,French Defense,0-50
Out of Time,D00,Queen's Pawn Game,>250
Mate,D20,Queen's Gambit,51-100
Mate,B22,Sicilian Defense,>250
Mate,C46,Four Knights Game,>250
Out of Time,B21,Sicilian Defense,101-150
Mate,A00,Van't Kruijs Opening,>250
Resign,C21,Center Game,151-200
Mate,B01,Scandinavian Defense,201-250
Mate,A00,Saragossa Opening,>250
Resign,B00,Owen Defense,201-250
Resign,B00,Nimzowitsch Defense,201-250
Resign,C46,Four Knights Game,51-100
Out of Time,B01,Scandinavian Defense,0-50
Mate,C48,Four Knights Game,51-100
Resign,B01,Scandinavian Defense,101-150
Mate,D31,Semi-Slav Defense,151-200
Out of Time,D06,Queen's Gambit,51-100
Out of Time,A45,Indian Game,201-250
Resign,C50,Four Knights Game,101-150
Resign,C55,Italian Game,151-200
Out of Time,C44,Scotch Game,101-150
Resign,C41,Philidor Defense,101-150
Out of Time,C45,Scotch Game,>250
Resign,B32,Sicilian Defense,101-150
Resign,C20,King's Pawn Game,101-150
Resign,D06,Queen's Gambit,>250
Out of Time,C50,Italian Game,201-250
Resign,B06,Robatsch (Modern) Defense,101-150
Resign,C41,Philidor Defense,151-200
Resign,C45,Scotch Game,51-100
Mate,C42,Petrov's Defense,51-100
Resign,C00,French Defense,101-150
Resign,C45,Scotch Game,201-250
Resign,C20,English Opening,>250
Resign,C42,Russian Game,>250
Mate,B01,Scandinavian Defense,101-150
Resign,D02,Queen's Pawn Game,201-250
Resign,D02,Queen's Pawn Game,151-200
Draw,B32,Sicilian Defense,151-200
Draw,D37,Queen's Gambit,151-200
Resign,A00,Saragossa Opening,101-150
Resign,B00,Owen Defense,51-100
Resign,C00,French Defense,>250
Out of Time,C42,Petrov's Defense,51-100
Resign,C44,Scotch Game,51-100
Mate,C20,King's Pawn Game,51-100
Mate,C42,Russian Game,0-50
Resign,C55,Italian Game,51-100
Out of Time,A00,Hungarian Opening,151-200
Mate,B06,Robatsch (Modern) Defense,51-100
Resign,B00,Barnes Defense,151-200
Resign,C20,Portuguese Opening,>250
Resign,C42,Russian Game,0-50
Resign,C00,French Defense,51-100
Out of Time,C00,French Defense,0-50
Mate,A00,Polish Opening,51-100
Resign,C00,French Defense,0-50
Resign,B10,Caro-Kann Defense,51-100
Mate,B25,Sicilian Defense,101-150
Resign,A20,English Opening,101-150
Mate,A06,Nimzowitsch-Larsen Attack,101-150
Mate,B18,Caro-Kann Defense,101-150
Resign,D00,Queen's Pawn Game,101-150
Mate,D00,Queen's Pawn Game,51-100
Out of Time,D01,Queen's Pawn Game,>250
Resign,C45,Scotch Game,>250
Resign,B01,Scandinavian Defense,>250
Resign,A00,Grob Opening,>250
Mate,C41,Philidor Defense,>250
Mate,D20,Queen's Gambit,>250
Mate,C45,Scotch Game,>250
Resign,C50,Italian Game,101-150
Mate,B00,Goldsmith Defense,51-100
Mate,B00,Nimzowitsch Defense,0-50
Mate,C20,King's Pawn Game,0-50
Resign,C20,King's Pawn Game,51-100
Resign,C44,Scotch Game,0-50
Resign,C57,Italian Game,0-50
Mate,B00,Nimzowitsch Defense,0-50
Resign,C47,Four Knights Game,151-200
Resign,B01,Scandinavian Defense,101-150
Mate,C62,Ruy Lopez,0-50
Mate,D30,Queen's Gambit,51-100
Mate,C20,King's Pawn Game,0-50
Resign,D20,Queen's Gambit,>250
Mate,B10,Caro-Kann Defense,151-200
Mate,C02,French Defense,151-200
Resign,B21,Sicilian Defense,151-200
Resign,C23,Bishop's Opening,201-250
Out of Time,D20,Queen's Gambit,0-50
Out of Time,A00,Van't Kruijs Opening,51-100
Resign,C23,Bishop's Opening,>250
Out of Time,C26,Vienna Game,0-50
Mate,C60,Ruy Lopez,0-50
Mate,C20,King's Pawn Game,51-100
Mate,B02,Alekhine Defense,51-100
Mate,B02,Alekhine Defense,51-100
Draw,B02,Alekhine Defense,0-50
Mate,A40,Horwitz Defense,51-100
Resign,A40,Mikenas Defense,51-100
Mate,B00,Owen Defense,151-200
Mate,D10,Slav Defense,>250
Resign,A40,Modern Defense,101-150
Out of Time,D30,Queen's Gambit,151-200
Resign,C65,Ruy Lopez,51-100
Resign,C62,Ruy Lopez,101-150
Mate,C44,Scotch Game,0-50
Mate,C69,Ruy Lopez,101-150
Resign,D04,Queen's Pawn Game,51-100
Resign,C02,French Defense,101-150
Mate,C58,Italian Game,51-100
Mate,C01,French Defense,0-50
Resign,A00,Van't Kruijs Opening,>250
Resign,B02,Alekhine Defense,>250
Mate,A00,Van't Kruijs Opening,201-250
Resign,C00,French Defense,201-250
Mate,A00,Van't Kruijs Opening,151-200
Mate,C55,Italian Game,201-250
Mate,B01,Scandinavian Defense,0-50
Resign,C44,Scotch Game,>250
Resign,C42,Russian Game,151-200
Resign,C46,Three Knights Opening,101-150
Mate,E10,Indian Game,>250
Resign,C20,King's Pawn Game,0-50
Mate,C20,King's Pawn Game,>250
Mate,C57,Italian Game,>250
Mate,C20,King's Pawn Game,>250
Draw,C46,Four Knights Game,>250
Resign,C23,Bishop's Opening,>250
Resign,C23,Bishop's Opening,0-50
Resign,B00,Hippopotamus Defense,51-100
Resign,E00,Amar Opening,101-150
Mate,B10,Caro-Kann Defense,>250
Resign,A40,Englund Gambit Complex,>250
Resign,C46,Four Knights Game,>250
Resign,C20,King's Pawn Game,>250
Mate,C20,King's Pawn Game,>250
Mate,C40,King's Knight Opening,>250
Resign,C20,King's Pawn Game,>250
Resign,A00,Van't Kruijs Opening,101-150
Resign,C00,French Defense,101-150
Resign,C20,King's Pawn Game,>250
Draw,A40,Englund Gambit Complex,>250
Draw,B50,Sicilian Defense,151-200
Resign,C60,Ruy Lopez,151-200
Resign,B06,Robatsch (Modern) Defense,0-50
Resign,A05,King's Indian Attack,0-50
Mate,A01,Nimzo-Larsen Attack,0-50
Resign,A01,Nimzo-Larsen Attack,101-150
Resign,B20,Sicilian Defense,0-50
Mate,A45,Trompowsky Attack,101-150
Resign,C62,Ruy Lopez,0-50
Resign,B72,Sicilian Defense,0-50
Resign,B57,Sicilian Defense,0-50
Resign,C41,Philidor Defense,0-50
Resign,B80,Sicilian Defense,0-50
Mate,B54,Sicilian Defense,0-50
Draw,D20,Queen's Gambit,101-150
Resign,D46,Semi-Slav Defense,101-150
Resign,B54,Sicilian Defense,101-150
Mate,B50,Sicilian Defense,51-100
Resign,D06,Queen's Gambit,151-200
Resign,B22,Sicilian Defense,151-200
Resign,B22,Sicilian Defense,0-50
Resign,D10,Slav Defense,0-50
Draw,D37,Queen's Gambit,0-50
Resign,A01,Nimzo-Larsen Attack,51-100
Resign,A40,Englund Gambit Complex,101-150
Mate,B20,Sicilian Defense,51-100
Resign,D04,Queen's Pawn Game,101-150
Draw,D02,Queen's Pawn Game,0-50
Resign,D06,Queen's Gambit,51-100
Mate,E20,Nimzo-Indian Defense,51-100
Resign,D06,Queen's Gambit,51-100
Resign,B21,Sicilian Defense,>250
Resign,D06,Queen's Gambit,0-50
Resign,B23,Sicilian Defense,51-100
Resign,A25,English Opening,51-100
Mate,B50,Sicilian Defense,51-100
Resign,B20,Sicilian Defense,51-100
Resign,E38,Nimzo-Indian Defense,51-100
Resign,B22,Sicilian Defense,51-100
Resign,E12,Queen's Indian Defense,51-100
Resign,A22,English Opening,101-150
Resign,B53,Sicilian Defense,101-150
Resign,B50,Sicilian Defense,101-150
Resign,A04,Zukertort Opening,201-250
Mate,C55,Italian Game,201-250
Resign,B50,Sicilian Defense,51-100
Resign,B43,Sicilian Defense,0-50
Mate,B21,Sicilian Defense,>250
Resign,B46,Sicilian Defense,0-50
Resign,D02,Queen's Pawn Game,0-50
Resign,B10,Caro-Kann Defense,51-100
Resign,B20,Sicilian Defense,51-100
Resign,B40,Sicilian Defense,101-150
Resign,B50,Sicilian Defense,>250
Resign,B20,Sicilian Defense,151-200
Mate,B01,Scandinavian Defense,101-150
Resign,B40,Sicilian Defense,151-200
Resign,B70,Sicilian Defense,151-200
Mate,B02,Alekhine Defense,>250
Resign,A52,Budapest Defense,>250
Resign,B53,Sicilian Defense,101-150
Mate,C10,French Defense,101-150
Mate,A04,Zukertort Opening,51-100
Resign,B01,Scandinavian Defense,101-150
Resign,B72,Sicilian Defense,0-50
Resign,B20,Sicilian Defense,101-150
Resign,C10,French Defense,201-250
Out of Time,C55,Italian Game,101-150
Resign,C45,Scotch Game,51-100
Mate,C50,Italian Game,51-100
Resign,A51,Indian Game,51-100
Resign,D01,Richter-Veresov Attack,201-250
Resign,C41,Philidor Defense,151-200
Resign,C10,French Defense,101-150
Resign,B20,Sicilian Defense,51-100
Mate,B20,Sicilian Defense,51-100
Draw,B00,Owen Defense,0-50
Mate,A52,Budapest Defense,51-100
Resign,A51,Indian Game,0-50
Resign,B46,Sicilian Defense,151-200
Resign,A00,Van't Kruijs Opening,>250
Mate,B40,Sicilian Defense,0-50
Resign,B01,Scandinavian Defense,51-100
Resign,B01,Scandinavian Defense,51-100
Mate,B01,Scandinavian Defense,151-200
Resign,E00,Indian Game,51-100
Resign,A45,Indian Game,>250
Resign,A06,Zukertort Opening,101-150
Out of Time,B72,Sicilian Defense,0-50
Resign,B01,Scandinavian Defense,151-200
Resign,C40,King's Pawn Game,>250
Resign,B50,Sicilian Defense,>250
Mate,C20,King's Pawn Game,>250
Out of Time,B53,Sicilian Defense,51-100
Resign,C44,King's Knight Opening,0-50
Resign,C00,French Defense,>250
Resign,D07,Queen's Gambit,201-250
Mate,A27,English Opening,151-200
Resign,B25,Sicilian Defense,151-200
Mate,B02,Alekhine Defense,0-50
Resign,A06,Reti Opening,>250
Resign,C24,Bishop's Opening,>250
Resign,A15,English Opening,101-150
Mate,A00,Kadas Opening,0-50
Resign,C20,King's Pawn Game,0-50
Out of Time,C27,Vienna Game,51-100
Mate,A00,Polish Opening,0-50
Resign,B10,Caro-Kann Defense,0-50
Mate,C42,Petrov's Defense,51-100
Out of Time,B10,Caro-Kann Defense,101-150
Resign,B00,Borg Defense,201-250
Resign,B00,Nimzowitsch Defense,201-250
Resign,C41,Philidor Defense,201-250
Resign,C40,Elephant Gambit,201-250
Draw,C40,King's Pawn Game,0-50
Out of Time,B02,Alekhine Defense,0-50
Resign,B10,Caro-Kann Defense,0-50
Mate,B00,Caro-Kann Defense,201-250
Mate,C68,Ruy Lopez,151-200
Resign,B00,Caro-Kann Defense,>250
Draw,A06,Zukertort Opening,51-100
Mate,B29,Sicilian Defense,201-250
Resign,C40,King's Pawn Game,51-100
Resign,B20,Sicilian Defense,151-200
Mate,B00,Owen Defense,0-50
Mate,A00,Sodium Attack,101-150
Resign,C00,French Defense,201-250
Draw,B02,Alekhine Defense,101-150
Resign,B07,Pirc Defense,201-250
Resign,A40,Horwitz Defense,0-50
Mate,C20,King's Pawn Game,0-50
Resign,A06,Reti Opening,51-100
Resign,A40,Horwitz Defense,0-50
Out of Time,A00,Grob Opening,101-150
Draw,A46,Indian Game,0-50
Mate,D02,Queen's Pawn Game,0-50
Mate,A46,Doery Defense,0-50
Mate,A58,Benko Gambit,101-150
Out of Time,D02,Queen's Pawn Game,0-50
Mate,D03,Queen's Pawn Game,51-100
Mate,B74,Sicilian Defense,101-150
Resign,D02,Queen's Pawn Game,>250
Mate,B50,Sicilian Defense,51-100
